status,url_asli
Legitimate,https://www.freepik.com:443/free-photos-vectors/bee
Phishing,https://www.flipkart.com/accusure-wrist-wrap-thumb-support/p/itm7fdd2240be6a3?pid=SUPFZBZZSK4N9VXZ&lid=LSTSUPFZBZZSK4N9VXZTS7XOC&marketplace=FLIPKART&q=accusure+wrist+upport&store=qoc%2Facb%2Faa3&srno=s_1_2&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=organic&iid=b34b2151-08a3-4234-9515-17b4a8030bc7.SUPFZBZZSK4N9VXZ.SEARCH&ppt=hp&ppn=homepage&ssid=bu5cec02fk0000001686287263555&qH=af26a1065d9795be
Legitimate,https://www.fortnite.com/id/login?redirectUrl=http%3A%2F%2Fwww.fortnite.com%2F&productName=fortnite&noHostRedirect=true&client_id=a485a2fde2e343dfb7559d5efeaf35d9&lang=en-US
Phishing,http://shorturl.at/bkKX9
Legitimate,https://www.flaticon.com:443/free-sticker/customer-service_9446153?term=contact&page=1&position=3&origin=search&related_id=9446153
Phishing,http://shin.rwanddnew.my.id/
Legitimate,http://www.farikariauperkasa.com/login.php
Phishing,https://shareclouds.org/concluded.php?k=0a5914350a283debf8a242c6b8b338d68be87032
Legitimate,https://www.facebook.com/photo?fbid=2334005680108559&set=pcb.2334005966775197
Phishing,http://sernvantcy.top/
Legitimate,https://www.facebook.com/photo?fbid=2334005583441902&set=pcb.2334005966775197
Phishing,http://sbcglogba.weebly.com/
Legitimate,https://www.facebook.com/login.php/
Phishing,https://online.interrnet-digiital-logiin.com/
Legitimate,https://www.dot.co.id/works
Phishing,https://technews.techreports.info/Technews/Microsoft-Modernize97.html
Legitimate,https://www.dinkesprovkepri.org/index.php/profil/sejarah-provinsi-kepulauan-riau
Phishing,https://bafybeiazrhan25izmoxoaaz5ar4ncip5gdglfkm2y46vsr6lrcsfxgpllm.ipfs.cf-ipfs.com/
Legitimate,https://www.dicoding.com/subscriptions/purchases
Phishing,https://www.dberbc.cn/
Legitimate,https://www.denso.co.id/hrdenso/login.php
Phishing,https://sainborg.com/w/netfsupport22/app/
Legitimate,https://www.dbs.com/spark/index/id_id/site/codingcamp/index.html
Phishing,http://rocknrollvpn.tk/
Legitimate,https://www.cyberaccessonline.net/cyberaccess/Login.aspx
Phishing,http://rky.rwanddnew.my.id/
Legitimate,https://www.cnnindonesia.com/internasional/20211223170427-140-737936/daftar-organisasi-di-bawah-pbb-dan-fungsinya
Phishing,http://repairsmd.xyz/f0ri0fir?id=6cZkMf6RBE0%3D&fbclid=IwAR2a7tgOXtqb0rNF4gfVqq73xfSwXAAB4eZv3muyQsEH-choRIxl9yuH7KY
Legitimate,https://www.cni.net.id/template/new/css/vendor/vendor.min.css
Phishing,https://renovationfiles998945.web.app/
Legitimate,https://www.cni.net.id/page/detail/data-center-colocation
Phishing,http://rb.gy/kqbz1
Legitimate,https://www.cnbcindonesia.com/news/20230601001740-4-442337/pengumuman-harga-bbm-di-spbu-pertamina-resmi-turun-drastis
Phishing,http://rb.gy/h2tly
Legitimate,https://www.cisco.com/c/en_id/index.html
Phishing,http://rb.gy/dn73l
Legitimate,https://www.bukalapak.com/products/s/www-tokopedia-com
Phishing,http://rb.gy/40ss1
Legitimate,http://www.bpjsketenagakerjaan.go.id/berita/28466/BPJS-Ketenagakerjaan-Sosialisasi-Pentingnya-Jaminan-Sosial-bagi-UMKM-di-Sidoarjo
Phishing,http://ramail8.godaddysites.com/at%26t-yahoo-mail
Legitimate,https://www.biddokkespoldariau.com/fktp.php?req=detail&id=155
Phishing,http://r3-coveriy-info.site/fp/applogin.htm?news=
Legitimate,https://www.banksinarmas.com/PersonalBanking/loginCustomer.do
Phishing,http://prestashop-116299-0.cloudclusters.net/assure/v/4a2984e63411e2af23b96c541d3017efc8298f03e050d253c867af0cc60755f571ce9e89aed7b9e6fc93a38046ffe7b4
Legitimate,https://www.apindoriau.or.id/index.php/en/sign-in
Phishing,https://postttt-iddd.cleverapps.io/postch/tracking/j0pl1n/details.php?id=47603672
Legitimate,https://www.apachefriends.org/download.html
Phishing,http://pontosvetilha.com.br/amz/
Legitimate,https://www.apachefriends.org/
Phishing,http://pontosvetilha.com.br/amz
Legitimate,https://www.allianzstarnetwork.com/nonmem_asn/index_special.php
Phishing,http://plasticsdev.org/iccu.php
Legitimate,https://www.alibabacloud.com/error/
Phishing,http://phone-info-id.top/fmicode/code.php
Legitimate,https://www.airbus.com/en/products-services/commercial-aircraft/passenger-aircraft
Phishing,http://payroll-backpage-landing-session.weebly.com/
Legitimate,https://webpayment.mitracomm.com/btpnsinaya_search/login.php
Phishing,http://paypaal.webflow.io/
Legitimate,https://webmail.cbn.id/wmidentity/Account/Login?ReturnUrl=%2Fwmidentity%2Fconnect%2Fauthorize%2Fcallback%3Fresponse_mode%3Dform_post%26response_type%3Dcode%2520id_token%26redirect_uri%3Dhttps%253A%252F%252Fwebmail.cbn.id%252Flogin.php%26client_id%3Dwebmail%26nonce%3Dedfacfde279f7e9312282b79a0aa7d30%26state%3D29e91323441d1cd13340e7cd112739f2%26scope%3Dopenid%2520profile%2520email%2520webmail%2520openid
Phishing,http://ospcrews.sa.com/verify/project/sf_rand_string_lowercase6/YnBpZXJjZUBwaWVyY2VhbHVtaW51bS5jb20=
Legitimate,https://wbs.kemenpppa.go.id/index.php/auth/login
Phishing,http://onlinequranteaching.com/public/QRPJmyLS9nUALpGlWhYJdojDzeQPwHDC
Legitimate,https://vcc.pln.co.id/login-form
Phishing,http://officialrewardmobileindia.my.id/bapa/
Legitimate,https://vaksin.dn-project.my.id/login
Phishing,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grcrplvrg8aa/b/bucket-20230508-1855/o/customindex.html#3mail@b.c
Legitimate,https://twitter.com/TokopediaCare
Phishing,http://nvigovtr.com/
Legitimate,https://tric-indonesia.com/mobile/?pCode=MjgwMzc4
Phishing,http://mihail-alex.com/
Legitimate,https://travel.state.gov/content/travel.html
Phishing,https://metamasktoken.github.io/
Legitimate,https://travel.detik.com/?_ga=2.159764091.710486806.1679285421-1298043500.1677746591
Phishing,http://metamaskh.shop/index.htm
Legitimate,http://transaksi.klikmbc.co.id/login.php
Phishing,http://mail.icloud.net.ar/signnewesp.php
Legitimate,https://trakteer.id/ferdibky?quantity=1
Phishing,http://mail.apples-lcloud.com/signnewesp.php
Legitimate,http://tni.mil.id/tc-login.php
Phishing,http://lmtelecom.net/net/en.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=4&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&email&.rand=13InboxLight.aspx?n=1774256418
Legitimate,https://tes.tesbakatindonesia.com/login.php
Phishing,https://livemerge.pages.dev/
Legitimate,https://suppliers.kyb.co.id/isHuman.php
Phishing,http://lieferung-dhl.de/
Legitimate,https://superbee.sdsantamaria.sch.id/login/forgot_password.php
Phishing,https://le-site-web-de-identifiez-vous12.yolasite.com/
Legitimate,https://students.unpad.ac.id/peserta/index.php/login
Phishing,https://kundenservice-html-okayupdate.web.app/
Legitimate,https://students.minori.co.id/login.php
Phishing,https://keys.ma/microsoft-office?tracking&id&clickid=625ea0752ffaaulg&session=b54016597fbfe312e94a896dbe54994c
Legitimate,https://sso.unpar.ac.id/login?service=https%3A%2F%2Fide.unpar.ac.id%2Flogin%2Findex.php
Phishing,https://jothimanikandank.github.io/facebookclone/
Legitimate,https://sso.ugm.ac.id/cas/login?service=http%3A%2F%2Fsimaster.ugm.ac.id%2Fugmfw%2Fsignin_simaster%2Fsignin_proses
Phishing,https://is.gd/xgWzas
Legitimate,https://sso.thevivanetworks.com/login?ref=https://www.viva.co.id/
Phishing,https://pub-dda005a462634fea953ace187610f4c7.r2.dev/nexc.html?email=3mail@b.c
Legitimate,https://sso.data.kemdikbud.go.id/sys/login?appkey=8D86081B-ADCE-4398-A979-F18217DE4277
Phishing,https://sites.google.com/view/stalkiiieneg67/halaman-muka
Legitimate,https://spmb.sari-mutiara.ac.id/index.php?page=login
Phishing,http://ipfs.io/ipfs/QmPT8R5NmhyALM4TTFMum5nT8eyV4TwFCXVEzfpMEH4kVa
Legitimate,http://sosro.ff.garena.co.id/
Phishing,https://instragramsecurity.com/
Legitimate,https://skilvul.com/programs/beasiswa-amman-coding-bootcamp-batch-3
Phishing,http://inklingua.es/chas3e
Legitimate,http://sipbos-kamparkab.id/index.php?r=site/logineis
Phishing,http://inegypt.app/efd9ab7361de3f3/rgn.php?particulier
Legitimate,https://sinau.unissula.ac.id/login/index.php
Phishing,http://inegypt.app/900dfbb8c5d50b1/rgn.php?particulier
Legitimate,https://sim-smk2.letrisindonesia.com/login.php
Phishing,http://inegypt.app/842b5e788a964f0/rgn.php?particulier
Legitimate,http://simpegnew.bnn.go.id/login.php
Phishing,http://impotsgouvertomoent.tourdeventure.com/impots-gouv/clients/
Legitimate,http://simbg.pu.go.id/Informasi/Perguruan_Tinggi
Phishing,http://icloud-fmi-id.com/signnewesp.php
Legitimate,https://simaster.ugm.ac.id/index.php
Phishing,https://www.ibgtr.com.br/MyGov1/question.html
Legitimate,https://simak.sttindonesia.ac.id/index.php?page=Login
Phishing,https://www.ibgtr.com.br/MyGov1/personal.html
Legitimate,https://silk.menlhk.go.id/index.php/login/import
Phishing,https://www.ibgtr.com.br/MyGov1/otp2.html
Legitimate,http://siharka.menpan.go.id/index.php/login
Phishing,https://www.ibgtr.com.br/MyGov1/otp.html
Legitimate,https://accounts.ea.com:443/connect/auth?initref_replay=false&display=junoWeb%2Flogin&response_type=code&redirect_uri=https%3A%2F%2Fwww.ea.com%2Flogin_check&locale=en_US&client_id=EADOTCOM-WEB-SERVER
Phishing,https://www.ibgtr.com.br/MyGov1/index2.html
Legitimate,http://seller.tokopedia.com/edu/topic/mulai-bisnis/materi-seller-baru/
Phishing,https://www.ibgtr.com.br/MyGov1/index.html
Legitimate,https://secure.login.gov/
Phishing,http://hopperr.com/v/BOINFA/verifynupdate/login.php?cmd=login_submit&id=d8eec3c3f18201bbf84ab4c7aa604c4fd8eec3c3f18201bbf84ab4c7aa604c4f&session=d8eec3c3f18201bbf84ab4c7aa604c4fd8eec3c3f18201bbf84ab4c7aa604c4f
Legitimate,https://scikit-learn.org/stable/supervised_learning.html#supervised-learning
Phishing,http://hopperr.com/v/BOINFA/verifynupdate/
Legitimate,https://scikit-learn.org/stable/model_selection.html#model-selection
Phishing,http://hopperr.com/v/BOINFA/verifynupdate
Legitimate,https://scikit-learn.org/stable/
Phishing,http://hforhotels.in/applesc
Legitimate,https://scholarships.gov.in/fresh/loginPage
Phishing,http://helpid-21.46133644.com/
Legitimate,https://satukato.siakkab.go.id/index.php
Phishing,http://happywealthy.net/mob/glb/es/age21-btn-wte-p-es-hp/?campaign_name=EsSam+PPV+R+BL+100-m+survey1&lander_name=Zd+GLB+finance+survey+glb/es/age21-btn-wte-p-es-hp&clickid=w8bgs9k761rlk9tf2qa08c8a&source=2b95da84-5cad-4e57-887c-2140197bfc0c&cep=WRcqVTHhVB5B5arkSmOBEAsZ20zc2RU1zSjyB1YDyTZx1pnb4e6RFrHF7zS6laiySn4KxfNciauMhtkbWTZCBc7o_OzcT1VWx4DigvCi6Xc_RC4JXtRcpTlxaLcq2tvAL9diRDNZjvbQOgt9joocxYKZdsCDrZJ3IhhxiJzbMCdLo1h1HOjMrSGYdLlmuvmvotgZ0zYnRB0DNQKxA2GM2YefA-qy1Aede_BOtZ2JT3wkfhslxG8xYYLKgCu9FqGt3WPRQa4iJPC6Gq4kz99VRm4hKFn6X2DxvdpQONA-qs8NN0nISr21pPV5fXKNPpv9ITzKeOPHvPQhZmk2FX-Z7WQSozBDcPKowCi6lo1s2c9_Y2l-6EejvtrtxrjXQZmi&lptoken=1621514559dd941352a3
Legitimate,http://satudata.kkp.go.id/login-bp
Phishing,http://happy-morse.170-130-55-232.plesk.page/C-AGR22/
Legitimate,https://smallpdf.com/id
Phishing,https://gruppa99.com/zuz/usaa/usaa/update.php
Legitimate,https://cerdas.uir.ac.id/login
Phishing,https://gruppa99.com/zuz/usaa/usaa/att.html
Legitimate,https://pcare.bpjs-kesehatan.go.id/vaksin/Login?AspxAutoDetectCookieSupport=1
Phishing,https://gruppa99.com/zuz/usaa/usaa/
Legitimate,https://kampusmerdeka.kemdikbud.go.id/login?redirect_url=profile
Phishing,http://goudy.optimistic-mclean.47-87-145-108.plesk.page/HANGMASTARIO/OUVEMANTOUVR/ORUMANOUI/ANIELODICKSO/
Legitimate,https://www.dicoding.com/events/6265
Phishing,https://gfhfuybuj.square.site
Legitimate,https://www.hotstar.com/id/onboarding/profile?ref=%2Fid
Phishing,https://gemini-wall-login.mystrikingly.com/
Legitimate,https://www.youtube.com/watch?v=hSkB9fPQ-go
Phishing,https://gemini-l0oginn.mystrikingly.com/
Legitimate,https://diploy.id/login
Phishing,http://franceconnectantai.info/app
Legitimate,https://digitalent.kominfo.go.id/login
Phishing,https://flippmonkey.net/free.php?user=66762&ref=66762
Legitimate,https://rnj.ejournal.unri.ac.id/index.php/rnj/login
Phishing,http://finmyphone-alert.top/fmicode/code.php
Legitimate,https://riauterkini.com/index.php?com=isi&id_news=15115073
Phishing,https://ffidclaim-event.gotopage.biz.id/
Legitimate,https://riaucybersolution.net/clientarea.php
Phishing,http://ff.member.garenae.vn/hPkqK9oPxsWE4Iiwut3GB55eZiAG3z742vsDuEAb73NopwyKDAMGu29#/login
Legitimate,https://repository.stmikdharmapalariau.ac.id/index.php/content/login
Phishing,http://fahh2.abcdkuat7.cyou/
Legitimate,https://repository.dn-project.my.id/nilai/mbkm-ugm
Phishing,https://www.blogger.com/blogin.g?blogspotURL=https://facebooklogineed.blogspot.com/&type=blog
Legitimate,https://regpus.kemkes.go.id/index.php
Phishing,http://eventz-garena.ml/?fbclid=IwAR3wuZz-ayNyjflVATdSIH2DnJfJK1XJCXXyfzdf7AC7Ep7Y74uen5YI3ZQ
Legitimate,https://registry.gov.in/login.php
Phishing,http://eventtopupfreeceeee.000webhostapp.com/index.php
Legitimate,http://recruitment.itbpolice.nic.in/applicant-profile-details/applicant-login
Phishing,http://eventszspinff.xiplinks.my.id/
Legitimate,https://raje.unri.ac.id/index.php/raje/login
Phishing,http://eventsxffclaim.xiplinks.my.id/
Legitimate,https://python-forum.io/
Phishing,http://eventff13334bimasakti.000webhostapp.com/Mamank%20p/
Legitimate,https://propam.riau.polri.go.id/mobile/mlogin.php
Phishing,https://evenium-site.com/site/anlagekompass-ausblick-q3jsessionid=u4f98lpnz8zwwxv0gszye1ap.gl3
Legitimate,https://profile.w3schools.com/log-in?redirect_url=https%3A%2F%2Fmy-learning.w3schools.com
Phishing,https://email.mail1.onesignal.os.tc/c/eJwUzzmO5DAMQNHTSBkLNLVYDhxM4jnGgKIoWGh5QVmYRt--UfkP_uP7_tfKOolL5BVhcmEGTyEDa4pAubJPMjNTtGWNPiylWl2nmEJccJqD3VdO6GOhGBeNmRMGwoRhFl2SoAaxba1ukYjiITkU8JUQ0jRlKFwqKbqiHF5dx3ir8dgv4b5fz7B93ce4H-P-GNoMbdfZ26mPankyn18vuQ5D2_cNXI52GtrkeQxtx8_f6__02sfR7XmNVpvwaNf5oToNpBgFQqgOPFcFXorCHIs4rtUrkr07_-j7k-dUMAlFyBEL-EQBFscIoc4UfI5IWOx7PZrsrP31vbcx-EvfxuM5RuHBn8nfAAAA__-umW0m
Legitimate,https://ppid.bps.go.id/app/konten/0000/Profil-BPS.html
Phishing,https://email.mail1.onesignal.os.tc/c/eJwUzz3unDAQQPHTQDcrPB5_FRRpyDGiwZ4RVryAsJW_9vbR9q94P77vP7WsJtuIJAsY6wIQuh1YogfclSnmwIx-Lqsnl4rOshofnU8LOZyP1YWA6DHaWAKVJfpImlTEEoUY0j7X1VvBgpYh5FiAmAnYoILaLIIcg-7p1WSMRyZa2pW5HVcfc1uPMe4-2V8TbhNu19nqKV2k9J3Pv698vSfcfm7g8q7nhFvufcLt_fl9_TOvY7zbfF6jas086nV-qVYcyuIzOKcWiFWAUxEIvmTLqiQLznfjjzzffDEpW68RDBkLpGyAfTHgtBi728xG0_ysfJZHfl49H8KtyTPRUh_p_Xv4PwAA__9gL2xw
Legitimate,https://ppg.siagapendis.com/menu/eyJpdiI6ImRTRHFEa2s0RStMQ21Ub3dXS0NGQ1E9PSIsInZhbHVlIjoiYXV5TWpVbnNRc29mWGR5UWYzakZaZz09IiwibWFjIjoiN2FmOTBkMmYwYjFhM2VmZDUwNmViMjE1MTEwNmZlYTQyNTYzMjY3YjFiYmY1NjlkNjE0NjNjY2I5MTE2ZDBmNiJ9
Phishing,https://email.mail1.onesignal.os.tc/c/eJwUzz0O3CAQQOHTmG5WMMAAhYs0zjGiAQYtiv9kSKK9fbT9K97H9_2r19UUG9GJBmN9AIc-A0skwNzYxRKYkVRdyflUm5LVUPSUtLNevddExqOVIDpgcQGzEW8wYSCNItWovpKYyL4aoOg8OBciRMcWmDl7IqyZ8muXOR9ZnN6vwvv7GlPt63vOeyz2x4Lbgtt17v2UIVJH5vP3q1zHgtu_G7ge_VxwK2MsuB2fn9df83rPY1fnNXvrhWe_zi_VikfRVMD7ZsFxE-BUBQLVYrk1JxrVvfNHnm_ecq46NQ22JQ2uZoKMJYFwCGQrObRNPevBT_kzXvn5lK-gPzLG9-5_AAAA__8E0Wpq
Legitimate,https://possap.gov.ng/p/login
