url,status
https://accounts.ipb.ac.id/module.php/core/loginuserpass.php?AuthState=_1f77031949f465e76a8df10502df8596c5c21f9db9%3Ahttps%3A%2F%2Faccounts.ipb.ac.id%2Fsaml2%2Fidp%2FSSOService.php%3Fspentityid%3Dgoogle.com%26cookieTime%3D1679314006%26RelayState%3Dht,Legitimate
https://dev-garena-free-fire-official.pantheonsite.io/New_event_2021/index.php,Phishing
https://ibgtr.com.br/MyGov1/index2.html,Phishing
http://www.universitasquality.ac.id/pendaftaran.php,Legitimate
http://blogs.microsoft.com/blog/2023/03/16/introducing-microsoft-365-copilot-your-copilot-for-work/,Legitimate
https://bkcaisseregiont.duckdns.org/fb9e2f60425b924/login.php,Phishing
http://www.pecsenyetanya.hu/srne.bnis/ehbs.php,Phishing
http://www.militaryonesource.mil/non-medical-counseling/military-onesource/login-update-military-onesource-account/,Legitimate
https://silk.menlhk.go.id/index.php/login/import,Legitimate
https://www--wellsfargo--com--pv49329d48d6c.wsipv6.com/,Phishing
http://security-page-community-standards.blogspot.com.by/,Phishing
http://chasehiggins.com/New/Auth/pxolma/andlc3RvbkBncmFkbGVhZGVycy5jb20=,Phishing
http://aflah-backer.github.io/Netflix-clone,Phishing
https://pmbperintis.suteki.co.id/p/login.php,Legitimate
https://tinyurl.com/yp628drd,Phishing
http://www.spacewebmaii-de.eu/login/strato.de,Phishing
http://adminuser.telegram-bj.org/,Phishing
http://ibanking.bankjateng.co.id/activation,Legitimate
http://www.godaddy.com/id-id/tlds/io-domain,Legitimate
https://pontosvetilha.com.br/amz/,Phishing
https://www.couponsonfire.com/wp-content/themes/it/intesa/de67b/,Phishing
https://s.id/Office365-Free,Phishing
https://shorturl.at/bkKX9,Phishing
http://jurnal.univrab.ac.id/index.php/psi/login,Legitimate
blogs.windows.com/windowsdeveloper/2023/05/23/bringing-the-power-of-ai-to-windows-11-unlocking-a-new-era-of-productivity-for-customers-and-developers-with-windows-copilot-and-dev-home/,Legitimate
bit.ly/3oF3vBl,Phishing
http://1636365.com/assets/40vueuse.4080c24a.js/assets/40happys.755bd3e6.js/assets/40ctrl.b082b0c1.js/assets/assets/,Phishing
https://www.alibabacloud.com/,Legitimate
https://btconnect-8a0479.webflow.io/,Phishing
http://facebook-group-scrapper.domantasjurkus.workers.dev/,Phishing
s.id/1KXvA,Legitimate
https://email.mail1.onesignal.os.tc/c/eJwUzzmO5DAMQNHTSBkLNLVYDhxM4jnGgKIoWGh5QVmYRt--UfkP_uP7_tfKOolL5BVhcmEGTyEDa4pAubJPMjNTtGWNPiylWl2nmEJccJqD3VdO6GOhGBeNmRMGwoRhFl2SoAaxba1ukYjiITkU8JUQ0jRlKFwqKbqiHF5dx3ir8dgv4b5fz7B93ce4H-P-GNoMbdfZ26mPankyn18vuQ5D2_cNXI52GtrkeQxtx8_f6__02sfR7XmNVpvwaNf5oToNpBgFQqgOPFcFXorCHIs4rtUrkr07_-j7k-dUMAlFyBEL-EQBFscIoc4UfI5IWOx7PZrsrP31vbcx-EvfxuM5RuHBn8nfAAAA__-umW0m,Phishing
https://www.webfun.website/landingpages/a46d90be-0af9-4ee4-9f41-d000b895812f/1Mg2QhWWkpTfjT-RuIyu57yQrAERm8gomDr-XNSAyqE,Phishing
http://www.libparis.fr/wp-content/uploads/dk/metamask/login,Phishing
https://www.facebook.com/photo?fbid=2334005680108559&set=pcb.2334005966775197,Legitimate
https://kundenservice-html-okayupdate.web.app/,Phishing
http://induszaptron.com/,Phishing
https://egov.big.go.id/siap2/dashboard/login.php,Legitimate
https://www--wellsfargo--com--t849329d48d6c.wsipv6.com/es,Phishing
http://adtek.monamedia.net/CerticodePlus/DSP2/login/login.php,Phishing
https://apple-supportfind.com/signnewesp.php,Phishing
https://www.w3schools.com/js/,Legitimate
https://xplusstore.com/cig-bin/lt/3mail@b.c,Phishing
gadgetlogi.lektur.id/20220328/12/29/10/411/3-cara-mengganti-menambahkan-font-di-hp-android-tanpa-root,Legitimate
http://facebooksecuritys.blogspot.cl/,Phishing
http://workprotocoles-com.webs.com/,Phishing
http://www.dictionary.com/sign-up?redirect=https://www.dictionary.com/browse/login,Legitimate
https://python-forum.io/,Legitimate
https://www.bukalapak.com/products/s/www-tokopedia-com,Legitimate
https://twitter.com/TokopediaCare,Legitimate
http://www.woodandthimble.com/www.labanquepostale.fr/0a8785c84e0a62e/login.php,Phishing
https://sim-smk2.letrisindonesia.com/login.php,Legitimate
https://elearning.walisongo.ac.id/login/forgot_password.php?lang=id,Legitimate
https://news.detik.com/pemilu/d-6751375/ajakan-jokowi-untuk-dewasa-di-pemilu-tanpa-politik-identitas-dan-agama,Legitimate
https://metamasktoken.github.io/,Phishing
http://kepegawaian.kemenpora.go.id:8004/index.php/login,Legitimate
https://wombatapp.exchange/meta/Import.php,Phishing
https://ojs.balitbanghub.dephub.go.id/index.php/warlit/article/view/591,Legitimate
https://torinkony.com/new/new/7UVmT/bWF0aGV3c0BvcmdhbmljZm9vZHNhbmRjYWZlLmNvbQ==,Phishing
http://paper-io.com/,Legitimate
https://cutt.ly/wwqGMWXY,Legitimate
https://s.id/paypall-credit,Phishing
https://facebooklogineed.blogspot.com/,Phishing
https://ibgtr.com.br/MyGov1/otp2.html,Phishing
https://www.tiktok.com/tag/SerunyaKulinerBareng?lang=en,Legitimate
http://mjaymurly2vtymvyotiybmq.filesusr.com/html/c69417_3069841d505568614ed8bca153fc7adf.html?*tufnqu1jq0hfmtiqahr0cdovl3d3dy5hcmnvaxjpcy5lzhuuzwmvkiplcyo,Phishing
http://1636365.com/assets/40vueuse.4080c24a.js/assets/@vueuse.7ab573ac.js/assets/assets/@intlify.595663c5.js/assets/,Phishing
http://1636365.com/assets/40intlify.595663c5.js/assets/assets/@popperjs.36402333.js/assets/assets/,Phishing
https://webpayment.mitracomm.com/btpnsinaya_search/login.php,Legitimate
https://sosro.ff.garena.co.id/,Legitimate
http://www.usbank.com/online-mobile-banking/online-account-login.html,Legitimate
https://www--wellsfargo--com--u749329d48d6c.wsipv6.com/locator/search/?searchtxt=mm&mlflg=n&sgindex=99&chflg=n&bo=1&_bo=on&_wl=on&_os=on&_bdu=on&_adu=on&_ah=on&_sdb=on&_aa=on&_nt=on,Phishing
http://1636365.com/assets/40element-plus.6b0e43d0.js/assets/@element-plus.48bbde93.js/assets/@ctrl.b082b0c1.js/assets/,Phishing
https://journal.bawaslu.go.id/index.php/JBK/login,Legitimate
https://mail.apples-lcloud.com/signnewesp.php,Phishing
https://play.google.com/store/apps/details?id=com.tokopedia.tkpd&hl=id&pli=1,Legitimate
bit.ly/e-materai,Legitimate
http://coinbase-update.painterisk.me/signin/login-email,Phishing
https://www.satu-indonesia.com/SIA2021vote/login.php,Legitimate
http://entertainwap.mywibes.com/,Phishing
https://kubuku.id/perpus/login.php,Legitimate
https://s.id/1KmtC,Phishing
http://www.spabnet.com/wp-includes/page4,Phishing
http://rangersko.tripod.com/?lh=7a55d41617f3f716a90b70aa52586688&eu=y5pm9pwr11tv4qdgn95ldq&_fb_noscript=1,Phishing
https://passportindia.gov.in/AppOnlineProject/user/userLogin,Legitimate
http://joylivingco.com/blog/GS/?work=3mail@b.c,Phishing
http://1636365.com/assets/40element-plus.6b0e43d0.js/assets/@intlify.595663c5.js/assets/assets/,Phishing
http://www.spacewebmaii-de.eu/login/strato.de/,Phishing
https://inlog.posindonesia.co.id/cbaonline/helpview.php?start=1,Legitimate
http://putusan3.mahkamahagung.go.id/direktori/pilihan.html,Legitimate
https://dribbble.com/tags/social%20media%20login,Legitimate
https://kip-kuliah.itbi.ac.id/login.php,Legitimate
https://dash.cloudflare.com/847964c1108bbc8aa072c8caabb8dd8a,Legitimate
https://rb.gy/dn73l,Phishing
https://btbusnieis.github.io/ti/load.html,Phishing
http://1636365.com/assets/40vue.503ff477.js/assets/@intlify.595663c5.js/assets/,Phishing
https://tramites-de-firma-digital1.webnode.fi,Phishing
http://anggota.pgri.or.id/keanggotaan.php,Legitimate
https://jptam.org/index.php/jptam/login,Legitimate
https://www--wellsfargo--com--8g49329d48d6c.wsipv6.com/,Phishing
https://bssn.go.id/daftar-lembaga-konsultan-dan-lembaga-sertifikasi/,Legitimate
https://www.myhrworkpaydayemployee.ftp1.biz/,Phishing
https://www.presidenri.go.id/siaran-pers/manfaat-nyata-jembatan-kretek-2-bagi-masyarakat/,Legitimate
http://kucoinluggeen.godaddysites.com/,Phishing
http://onlinecourse-imeri.fk.ui.ac.id/login/index.php,Legitimate
https://spmb.sari-mutiara.ac.id/index.php?page=login,Legitimate
s.id/1KXvu,Legitimate
http://telegram-bj.org/,Phishing
https://sinau.unissula.ac.id/login/index.php,Legitimate
https://www.biddokkespoldariau.com/fktp.php?req=detail&id=155,Legitimate
https://journal.universitaspahlawan.ac.id/index.php/prepotif/login,Legitimate
https://sbcglogba.weebly.com/,Phishing
https://0419hl.com/d/0618/fpic10003s.jpg/fpic10044.jpg/taskforces/Validation.htm?Win64&user-agent=Mozilla/5.0+(Windows+NT+10.0&x64=+,Phishing
https://bonillaconsultores.com/html/ssl/xlqzkc/am9uQGJlcnRoYWJvYXR3b3Jrcy5jb20=,Phishing
https://asdqw.akludwszsyrcz4223.workers.dev/,Phishing
https://simbg.pu.go.id/Informasi/Perguruan_Tinggi,Legitimate
http://www.taysee-servis.ru/az/login.php,Phishing
https://www.hastaindonesia.com/login.php,Legitimate
https://layanan.kominfo.go.id/css/jquery-ui.css,Legitimate
react.dev/community/conferences,Legitimate
https://bit.ly/3ePHy8w,Legitimate
https://sids-service.de/de/start.php,Phishing
https://vcc.pln.co.id/login-form,Legitimate
https://is.gd/gky8iI,Phishing
bit.ly/Soaft-UIR,Legitimate
https://bit.ly/RegisterLSGWS12,Legitimate
https://ejournal.uin-suska.ac.id/index.php/Menara/login,Legitimate
https://attloginpage17170.square.site/,Phishing
https://www.facebook.com/login.php/,Legitimate
http://43.134.178.58/v3/signin/identifier?dsh=S-1240706690:1662902072438845&continue=https://accounts.google.com/?&xrealip=80.255.10.204&followup=https://accounts.google.com/?&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AQDHYWrXYnf2d2YSRw5CB7Qh-v8RjIj9u0sOHcqSskwbcAHqhB7BMShV3Bw9fQBl6RKX4JXHgmMtVA,Phishing
http://cz90715.tw1.ru/usa/,Phishing
https://en.wikipedia.org/wiki/Login,Legitimate
https://atuaissolucoesrealize.com/renner/index2.php,Phishing
https://www.cnbcindonesia.com/news/20230601001740-4-442337/pengumuman-harga-bbm-di-spbu-pertamina-resmi-turun-drastis,Legitimate
https://seller.tokopedia.com/edu/topic/mulai-bisnis/materi-seller-baru/,Legitimate
https://s.id/kampus-merdeka-mbkm,Legitimate
https://lieferung-dhl.de/,Phishing
https://campus.iiep.unesco.org/login/forgot_password.php,Legitimate
https://www.ecasolution.com/book.html,Phishing
https://inegypt.app/842b5e788a964f0/rgn.php?particulier,Phishing
https://dev-plataformasecureit.pantheonsite.io/,Phishing
https://account.alibabacloud.com/login/login.html,Legitimate
https://sso.data.kemdikbud.go.id/sys/login?appkey=8D86081B-ADCE-4398-A979-F18217DE4277,Legitimate
https://kelasdaring.anri.go.id/login/forgot_password.php?lang=id,Legitimate
https://nodejs.org/en/blog/release/v19.8.1,Legitimate
https://ejournal.stifar-riau.ac.id/index.php/jpfi/login,Legitimate
https://eventsxffclaim.xiplinks.my.id/,Phishing
https://cbt.pkr.ac.id/login.php,Legitimate
http://retail.onlinesbi.sbi/retail/login.htm,Legitimate
https://happywealthy.net/mob/glb/es/age21-btn-wte-p-es-hp/?campaign_name=EsSam+PPV+R+BL+100-m+survey1&lander_name=Zd+GLB+finance+survey+glb/es/age21-btn-wte-p-es-hp&clickid=w8bgs9k761rlk9tf2qa08c8a&source=2b95da84-5cad-4e57-887c-2140197bfc0c&cep=WRcqVTHhVB5B5arkSmOBEAsZ20zc2RU1zSjyB1YDyTZx1pnb4e6RFrHF7zS6laiySn4KxfNciauMhtkbWTZCBc7o_OzcT1VWx4DigvCi6Xc_RC4JXtRcpTlxaLcq2tvAL9diRDNZjvbQOgt9joocxYKZdsCDrZJ3IhhxiJzbMCdLo1h1HOjMrSGYdLlmuvmvotgZ0zYnRB0DNQKxA2GM2YefA-qy1Aede_BOtZ2JT3wkfhslxG8xYYLKgCu9FqGt3WPRQa4iJPC6Gq4kz99VRm4hKFn6X2DxvdpQONA-qs8NN0nISr21pPV5fXKNPpv9ITzKeOPHvPQhZmk2FX-Z7WQSozBDcPKowCi6lo1s2c9_Y2l-6EejvtrtxrjXQZmi&lptoken=1621514559dd941352a3,Phishing
https://test.worldwidecleaningsupport.com/wp-content/themes/fr/,Phishing
https://almaembera.co/.well-known/okppo/login.php?cmd=submit_log&id=MTEyNTE2NDQ2Ng==MTEyNTE2NDQ2Ng==&session=MTEyNTE2NDQ2Ng==MTEyNTE2NDQ2Ng==,Phishing
https://www.python.org/community/diversity/,Legitimate
https://www.youtube.com/,Legitimate
https://app.eng.uir.ac.id/soaft/login.php,Legitimate
http://joylivingco.com/blog/GS/error.php?work=,Phishing
http://qghqs.com/,Phishing
https://opac.lib.pcr.ac.id/index.php?p=show_detail&id=11208&keywords=,Legitimate
https://pa-tanjungpinang.go.id/index.php?option=com_users&view=login&Itemid=579,Legitimate
https://www.airbus.com/en/products-services/commercial-aircraft/passenger-aircraft,Legitimate
https://simpegnew.bnn.go.id/login.php,Legitimate
https://www.citizensbank-support.duckdns.org/,Phishing
https://keys.ma/microsoft-office?tracking&id&clickid=625ea0752ffaaulg&session=b54016597fbfe312e94a896dbe54994c,Phishing
https://www.rctiplus.com/live-event/4722/liga-futsal-profesional-kebumen-angels-vs-muara-enim-3-juni-2023-16-00-wib?cluster_name=live-liga-futsal-profesional-20222023,Legitimate
https://www.denso.co.id/hrdenso/login.php,Legitimate
http://zen-minsky-ef5931.netlify.app/,Phishing
http://smpht2.perhutani.co.id/index.php/sign?in&redirect=http%3A%2F%2Fsmpht2.perhutani.co.id%2Findex.php,Legitimate
http://bt-login.alanilly.click/#login,Phishing
https://www.kviconline.gov.in/pmegpeportal/bankModule/index.jsp,Legitimate
https://ejournal.stainkepri.ac.id/index.php/tanjak/login,Legitimate
https://tinyurl.com/4x6e99w7,Phishing
https://sso.unpar.ac.id/login?service=https%3A%2F%2Fide.unpar.ac.id%2Flogin%2Findex.php,Legitimate
