url,status,panjang_domain,tanda_penghubung_domain,penggunaan_ssl,domain_tld,penggunaan_karakter_dilarang,panjang_karakter_spesial,batas_path,banyak_single_slash,banyak_titik,panjang_URL,isi_konten,favicon,cek_whois,openai_text_davinci_003
https://www.youtube.com/watch?v=przDtdtokvM&ab_channel=LIRIKSHOLAWAT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www--wellsfargo--com--8g49329d48d6c.wsipv6.com/,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1
https://www.youtube.com/watch?v=pgN-vvVVxMA&list=RDQLFrEb6yjH8&index=13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www--wellsfargo--com--7649329d48d6c.wsipv6.com/,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1
https://www.youtube.com/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www--wellsfargo--com--5649329d48d6c.wsipv6.com/,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1
https://www.yahoo.com/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www--wellsfargo--com--5149329d48d6c.wsipv6.com/,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1
https://www.xl.co.id/id/myxl?fun=5002c2ba-e207-44a6-9189-f37a658771ee,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
https://www--wellsfargo--com--3949329d48d6c.wsipv6.com/,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1
https://www.w3schools.com/js/,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1
http://www.work511.in/order/,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.vpnjantit.com/account/dashboard/sign-in?from=/account/dashboard/,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1
https://www.webfun.website/landingpages/a46d90be-0af9-4ee4-9f41-d000b895812f/1Mg2QhWWkpTfjT-RuIyu57yQrAERm8gomDr-XNSAyqE,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1
https://www.visionplus.id/channel/2746/btv?cnumb=2746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www.pancake-ape.com/,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.visionplus.id/auth/login,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://www.myhrworkpaydayemployee.ftp1.biz/,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.vidio.com/live/9431-world-cup-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www.mmtoken.win/about.html,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.unesco.org/en,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www.miagoth.com/main/login.htm,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.tiktok.com/tag/SerunyaKulinerBareng?lang=en,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://www.marjol0k5on.duckdns.org/cntre.html,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1
https://www.techfor.id/china-luncurkan-modul-stasiun-luar-angkasa-baru/,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
https://www.icloudfind-my.info/expire/,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.superairjet.com/en/promotions.php,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1
https://www.ecasolution.com/book.html,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1
https://www.satu-indonesia.com/SIA2021vote/login.php,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1
http://www.couponsonfire.com/wp-content/themes/it/intesa/de67b/,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1
https://www.riaupos.co/login.php,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1
http://www.citizensbank-support.duckdns.org/,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1
https://www.rctiplus.com/api/index,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://wombatapp.exchange/meta/Import.php,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.rajaputramedia.com/artikel/cara-membuat-login-dengan-php-mysqli.php,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1
http://wannacool.com/pole/office365/,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.qnclaundry.com/login.php,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1
http://uyn.pk-c.my.id/RD.ZS/,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.python.org/community/forums/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://uphooldaccount.mystrikingly.com/,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.python.org/community/diversity/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://uphold-loing.mystrikingly.com/,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.protadesindonesia.web.id/login.php?accesscheck=%2Findexadmin.php,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1
https://upholdloginac.mystrikingly.com/,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.presidenri.go.id/siaran-pers/presiden-jokowi-dorong-percepatan-pengembangan-ekosistem-baterai-listrik-di-indonesia/,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1
https://uphold-ac-login.mystrikingly.com/,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.presidenri.go.id/siaran-pers/manfaat-nyata-jembatan-kretek-2-bagi-masyarakat/,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1
http://upgholdlohin.godaddysites.com/,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.prakerja.go.id/artikel/lima-tips-kerja-kantoran-dengan-gaji-menawan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://trs42.lsk5fa.my.id/,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.perpustakaan.unsada.ac.id/index.php?p=show_detail&id=18590,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://trejfgd44.toythieves.com/,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.pegipegi.com/user/register?resource=flight&redirect=//www.pegipegi.com/flight/,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1
https://travel-9.com/adb/doc.html,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.paypal.com/id/home,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
http://tramites-de-firma-digital1.webnode.fi/,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.nexon.com/account/en/login?return_url=https%3A%2F%2Fwww.nexon.com%2Fmain%2Fen,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1
http://torinkony.com/new/new/HrFys/aHN1bmd1QG5hbHNpLmNvbQ==,-1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1
https://www.netflix.com/NotFound?prev=https%3A%2F%2Fwww.netflix.com%2Flogin%2Flogin.php%3Flocale%3Did-ID,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1
http://torinkony.com/new/new/7UVmT/bWF0aGV3c0BvcmdhbmljZm9vZHNhbmRjYWZlLmNvbQ==,-1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1
https://www.nasa.gov/multimedia/nasatv/index.html#public,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://torinkony.com/new/new/6ezmn/ZGFycmVuQHByZXNsZXMuY28uemE=,-1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1
https://www.microsoft.com/id-id/microsoft-365,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
http://toolstracking.0e8sdm3.us/,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.met.police.uk/ro/report/ocr/af/how-to-report-a-crime/,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,1
https://ieporticorionegro.edu.co/MQZU.php,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.mediawiki.org/wiki/API:Login,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www.attemplate.com/eur/848a916b-460f-4620-9eed-25e6804803f1/2fc5353f-58c5-4ca5-875a-c2b7febb65a4/1f1a17f1-16f7-4e6b-aee6-e2d642f46c2c/login?id=aDJNL21HRTUrT3Vya3hYUUlkc2VnZU5jZTJlUTZJc2gyMUVDMVo1aGhYdkoyY3JqbStwb0FnY0dxME9GaWpHWmZUOENsZ0Q3RkY0Y3ZCZjBhZTNhZUZEWEYvTUlmUUUxU2cwWnhYWmVadHc5MTFsU2RtZkUzSGdYNHJRa1FXcGdkOEpaNlhZdzFNdFFSVGlWR0hUemswR3dPdFRNUVZJRU02bWd3M3hzdTIwN2tlaFFMTDhMU01hTFlEU2VXdHBFamNxY1p6UmdBSHJsMGltVWR5aDVjMmZBQ3lqR0ZpKzQzbE9FNWx6L1kxRjJmeUhEYSs4cUJXdWNZVmNmZW9wVDdkRU1pRkcwZ0VONUNFNHVaUExUaFFwS3VvRW1xWVBVR2loU21lOGRrczZmU3plYUgxSXJGMVRxOERIdThiTDJ5eHpRbXZuZEFtSG51bXJaNFl1ME1oVHlXY0dKaW5MRVEwNXZqMUxJSkV5SlZkWmEvVmRuZlhQSElOa2lQV3ZtZExWc2wvRzY5YmVlcDVBa1JmejFaZz09,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,-1
https://www.lockheedmartin.com/en-us/capabilities/aircraft.html,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://tinyurl.com/4x6e99w7,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1
https://id.linkedin.com/learning/trik-produktivitas-teratas-miss-excel,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
https://sites.google.com/view/rxytcyvgubhnijmk/2023,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1
http://www.linkedin.com/,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1
https://sites.google.com/view/gyujdrtgbsefdvxer/halaman-muka,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1
https://www.kviconline.gov.in/pmegpeportal/bankModule/index.jsp,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1
https://sites.google.com/view/mnbvcxasdfghoiuytre/halaman-muka,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1
https://www.kominfo.go.id/index.php/content/detail/3717/Seluruh+PNS+Wajib+Gunakan+Email+Resmi+Pemerintah+Untuk+Urusan+Dinas/0/berita,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1
https://sites.google.com/view/erdtfyguhbjn/2023,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1
https://www.kaggle.com/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://e-processmed.com/wp-content/themes/twentytwentythree/patterns/content/info/activation/agricole02/,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,-1
https://www.iixplanet.com/vps-murah.html,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://tally.so/r/mRxryP,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1
https://www.internetpanin.com/PaninWeb/core/login.aspx,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1
http://t.ly/nUiIP,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.instagram.com/accounts/login/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://t.ly/Jd3cM,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.indonesia.travel/gb/en/partnership-opportunity,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1
http://steamconmmutiy.com/profiles/76568181993852655,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.hsbc.co.id/1/2/logon,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
https://sparkassen-anmeldung.de/personendaten-aktualisieren,-1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.hastaindonesia.com/login.php,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://sparkasse.de-de.mobi/,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1
https://www.gov.uk/government/collections/defence-and-security-accelerator-submit-your-research-proposal,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1
https://soorajsrj123.github.io/netflix.clone/,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1
https://www.gov.uk/,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1
https://sinsmlbb.my.id/cgi-sys/suspendedpage.cgi,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.google.com/,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
https://sign-in-att-103624.weeblysite.com,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.garuda-indonesia.com/id/id/news-and-events/garuda-indonesia-layani-dengan-pilot-dan-awak-kabin-yang-telah-vaksinasi,1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,1
https://sids-service.de/de/start.php,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1
https://www.freepik.com:443/free-photos-vectors/bee,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1
https://www.flipkart.com/accusure-wrist-wrap-thumb-support/p/itm7fdd2240be6a3?pid=SUPFZBZZSK4N9VXZ&lid=LSTSUPFZBZZSK4N9VXZTS7XOC&marketplace=FLIPKART&q=accusure+wrist+upport&store=qoc%2Facb%2Faa3&srno=s_1_2&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=organic&iid=b34b2151-08a3-4234-9515-17b4a8030bc7.SUPFZBZZSK4N9VXZ.SEARCH&ppt=hp&ppn=homepage&ssid=bu5cec02fk0000001686287263555&qH=af26a1065d9795be,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1
https://www.fortnite.com/id/login?redirectUrl=http%3A%2F%2Fwww.fortnite.com%2F&productName=fortnite&noHostRedirect=true&client_id=a485a2fde2e343dfb7559d5efeaf35d9&lang=en-US,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1
http://shorturl.at/bkKX9,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1
https://www.flaticon.com:443/free-sticker/customer-service_9446153?term=contact&page=1&position=3&origin=search&related_id=9446153,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1
http://shin.rwanddnew.my.id/,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1
http://www.farikariauperkasa.com/login.php,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1
https://shareclouds.org/concluded.php?k=0a5914350a283debf8a242c6b8b338d68be87032,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1
https://www.facebook.com/photo?fbid=2334005680108559&set=pcb.2334005966775197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://sernvantcy.top/,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.facebook.com/photo?fbid=2334005583441902&set=pcb.2334005966775197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://sbcglogba.weebly.com/,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1
https://www.facebook.com/login.php/,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
https://online.interrnet-digiital-logiin.com/,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1
https://www.dot.co.id/works,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
https://technews.techreports.info/Technews/Microsoft-Modernize97.html,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1
https://www.dinkesprovkepri.org/index.php/profil/sejarah-provinsi-kepulauan-riau,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://bafybeiazrhan25izmoxoaaz5ar4ncip5gdglfkm2y46vsr6lrcsfxgpllm.ipfs.cf-ipfs.com/,-1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,-1
https://www.dicoding.com/subscriptions/purchases,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
https://www.dberbc.cn/,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.denso.co.id/hrdenso/login.php,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://sainborg.com/w/netfsupport22/app/,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,-1
https://www.dbs.com/spark/index/id_id/site/codingcamp/index.html,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1
http://rocknrollvpn.tk/,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1
https://www.cyberaccessonline.net/cyberaccess/Login.aspx,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1
http://rky.rwanddnew.my.id/,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.cnnindonesia.com/internasional/20211223170427-140-737936/daftar-organisasi-di-bawah-pbb-dan-fungsinya,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1
http://repairsmd.xyz/f0ri0fir?id=6cZkMf6RBE0%3D&fbclid=IwAR2a7tgOXtqb0rNF4gfVqq73xfSwXAAB4eZv3muyQsEH-choRIxl9yuH7KY,-1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,-1
https://www.cni.net.id/template/new/css/vendor/vendor.min.css,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1
https://renovationfiles998945.web.app/,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1
https://www.cni.net.id/page/detail/data-center-colocation,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://rb.gy/kqbz1,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.cnbcindonesia.com/news/20230601001740-4-442337/pengumuman-harga-bbm-di-spbu-pertamina-resmi-turun-drastis,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1
http://rb.gy/h2tly,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.cisco.com/c/en_id/index.html,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
http://rb.gy/dn73l,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.bukalapak.com/products/s/www-tokopedia-com,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://rb.gy/40ss1,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
http://www.bpjsketenagakerjaan.go.id/berita/28466/BPJS-Ketenagakerjaan-Sosialisasi-Pentingnya-Jaminan-Sosial-bagi-UMKM-di-Sidoarjo,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1
http://ramail8.godaddysites.com/at%26t-yahoo-mail,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.biddokkespoldariau.com/fktp.php?req=detail&id=155,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1
http://r3-coveriy-info.site/fp/applogin.htm?news=,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1
https://www.banksinarmas.com/PersonalBanking/loginCustomer.do,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1
http://prestashop-116299-0.cloudclusters.net/assure/v/4a2984e63411e2af23b96c541d3017efc8298f03e050d253c867af0cc60755f571ce9e89aed7b9e6fc93a38046ffe7b4,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,-1
https://www.apindoriau.or.id/index.php/en/sign-in,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
https://postttt-iddd.cleverapps.io/postch/tracking/j0pl1n/details.php?id=47603672,-1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1
https://www.apachefriends.org/download.html,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://pontosvetilha.com.br/amz/,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.apachefriends.org/,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://pontosvetilha.com.br/amz,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.allianzstarnetwork.com/nonmem_asn/index_special.php,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1
http://plasticsdev.org/iccu.php,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1
https://www.alibabacloud.com/error/,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1
http://phone-info-id.top/fmicode/code.php,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1
https://www.airbus.com/en/products-services/commercial-aircraft/passenger-aircraft,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,1
http://payroll-backpage-landing-session.weebly.com/,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1
https://webpayment.mitracomm.com/btpnsinaya_search/login.php,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
http://paypaal.webflow.io/,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1
https://webmail.cbn.id/wmidentity/Account/Login?ReturnUrl=%2Fwmidentity%2Fconnect%2Fauthorize%2Fcallback%3Fresponse_mode%3Dform_post%26response_type%3Dcode%2520id_token%26redirect_uri%3Dhttps%253A%252F%252Fwebmail.cbn.id%252Flogin.php%26client_id%3Dwebmail%26nonce%3Dedfacfde279f7e9312282b79a0aa7d30%26state%3D29e91323441d1cd13340e7cd112739f2%26scope%3Dopenid%2520profile%2520email%2520webmail%2520openid,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1
http://ospcrews.sa.com/verify/project/sf_rand_string_lowercase6/YnBpZXJjZUBwaWVyY2VhbHVtaW51bS5jb20=,-1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
https://wbs.kemenpppa.go.id/index.php/auth/login,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://onlinequranteaching.com/public/QRPJmyLS9nUALpGlWhYJdojDzeQPwHDC,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1
https://vcc.pln.co.id/login-form,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://officialrewardmobileindia.my.id/bapa/,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1
https://vaksin.dn-project.my.id/login,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grcrplvrg8aa/b/bucket-20230508-1855/o/customindex.html#3mail@b.c,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,1,1,1
https://twitter.com/TokopediaCare,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://nvigovtr.com/,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1
https://tric-indonesia.com/mobile/?pCode=MjgwMzc4,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
http://mihail-alex.com/,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1
https://travel.state.gov/content/travel.html,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://metamasktoken.github.io/,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1
https://travel.detik.com/?_ga=2.159764091.710486806.1679285421-1298043500.1677746591,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1
http://metamaskh.shop/index.htm,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1
http://transaksi.klikmbc.co.id/login.php,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1
http://mail.icloud.net.ar/signnewesp.php,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1
https://trakteer.id/ferdibky?quantity=1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1
